,explanation,absolute,normalisation,similarity_func,baseline_strategy,subset_size,iterations,faithfulness_score
1191,GradientShap,False,True,Spearman,White,112,100,0.007259011615447257
1192,GradientShap,False,True,Pearson,White,224,50,-0.004484405673239637
1193,GradientShap,False,True,Spearman,White,224,50,0.0663625450180072
1194,GradientShap,False,True,Pearson,White,224,100,0.0024303138280265665
1195,GradientShap,False,True,Spearman,White,224,100,-0.0409078050662209
1196,GradientShap,False,True,Pearson,White,1792,50,0.05380333717741569
1197,GradientShap,False,True,Spearman,White,1792,50,-0.08873949579831932
1198,GradientShap,False,True,Pearson,White,1792,100,0.012347235119896618
1199,GradientShap,False,True,Spearman,White,1792,100,-0.021170117011701163
1200,GradientShap,False,False,Pearson,Mean,2,50,0.09142595440067112
1201,GradientShap,False,False,Spearman,Mean,2,50,-0.03969130509346596
1202,GradientShap,False,False,Pearson,Mean,2,100,-0.0029375054605234327
1203,GradientShap,False,False,Spearman,Mean,2,100,-0.02765805324393315
1204,GradientShap,False,False,Pearson,Mean,112,50,-0.08745729872565625
1205,GradientShap,False,False,Spearman,Mean,112,50,0.03159663865546219
1206,GradientShap,False,False,Pearson,Mean,112,100,0.0070577022187101445
1207,GradientShap,False,False,Spearman,Mean,112,100,-0.025369679825125373
1208,GradientShap,False,False,Pearson,Mean,224,50,0.08026617615926115
1209,GradientShap,False,False,Spearman,Mean,224,50,0.015078031212484988
1210,GradientShap,False,False,Pearson,Mean,224,100,0.008675388420055196
1211,GradientShap,False,False,Spearman,Mean,224,100,0.018421842184218423
1212,GradientShap,False,False,Pearson,Mean,1792,50,-0.021758958644025238
1213,GradientShap,False,False,Spearman,Mean,1792,50,-0.022754244554964838
1214,GradientShap,False,False,Pearson,Mean,1792,100,0.03570137392640243
1215,GradientShap,False,False,Spearman,Mean,1792,100,-0.03038618147529038
1216,GradientShap,False,False,Pearson,Random,2,50,0.0002012110416467919
1217,GradientShap,False,False,Spearman,Random,2,50,0.014488080946664374
1218,GradientShap,False,False,Pearson,Random,2,100,0.008852144627938765
1219,GradientShap,False,False,Spearman,Random,2,100,0.019994856628519995
1220,GradientShap,False,False,Pearson,Random,112,50,0.035073742605210186
1221,GradientShap,False,False,Spearman,Random,112,50,0.02793345909792488
1222,GradientShap,False,False,Pearson,Random,112,100,0.02346899924145191
1223,GradientShap,False,False,Spearman,Random,112,100,-0.008801165830868806
1224,GradientShap,False,False,Pearson,Random,224,50,0.057858458172783477
1225,GradientShap,False,False,Spearman,Random,224,50,0.04170125192934316
1226,GradientShap,False,False,Pearson,Random,224,100,-0.023735411004388585
1227,GradientShap,False,False,Spearman,Random,224,100,-0.012735845013072733
1228,GradientShap,False,False,Pearson,Random,1792,50,0.078264910029385
1229,GradientShap,False,False,Spearman,Random,1792,50,0.03353112673640885
1230,GradientShap,False,False,Pearson,Random,1792,100,0.07003052942644714
1231,GradientShap,False,False,Spearman,Random,1792,100,-0.011862329090051863
1232,GradientShap,False,False,Pearson,Uniform,2,50,0.12471027603490663
1233,GradientShap,False,False,Spearman,Uniform,2,50,-0.032536443148688046
1234,GradientShap,False,False,Pearson,Uniform,2,100,0.020429696335475478
1235,GradientShap,False,False,Spearman,Uniform,2,100,0.0014307145000214297
1236,GradientShap,False,False,Pearson,Uniform,112,50,-0.022491303992467376
1237,GradientShap,False,False,Spearman,Uniform,112,50,0.005714285714285708
1238,GradientShap,False,False,Pearson,Uniform,112,100,0.026614614277631527
1239,GradientShap,False,False,Spearman,Uniform,112,100,0.0017564613604217558
1240,GradientShap,False,False,Pearson,Uniform,224,50,0.0237256342531501
1241,GradientShap,False,False,Spearman,Uniform,224,50,-0.016004115932087115
1242,GradientShap,False,False,Pearson,Uniform,224,100,0.021347390957016963
1243,GradientShap,False,False,Spearman,Uniform,224,100,-0.010057862929150055
1244,GradientShap,False,False,Pearson,Uniform,1792,50,0.016209303391253274
1245,GradientShap,False,False,Spearman,Uniform,1792,50,0.05050934659578117
1246,GradientShap,False,False,Pearson,Uniform,1792,100,-0.017275846683702266
1247,GradientShap,False,False,Spearman,Uniform,1792,100,0.001233551926621236
1248,GradientShap,False,False,Pearson,Black,2,50,0.101444013953886
1249,GradientShap,False,False,Spearman,Black,2,50,0.026609500943234443
1250,GradientShap,False,False,Pearson,Black,2,100,0.011039472972334279
1251,GradientShap,False,False,Spearman,Black,2,100,-0.008138119579053417
1252,GradientShap,False,False,Pearson,Black,112,50,0.008016121342991836
1253,GradientShap,False,False,Spearman,Black,112,50,0.0005762304921968735
1254,GradientShap,False,False,Pearson,Black,112,100,-0.040619820103211086
1255,GradientShap,False,False,Spearman,Black,112,100,0.013584078512030664
1256,GradientShap,False,False,Pearson,Black,224,50,-0.0564962274971201
1257,GradientShap,False,False,Spearman,Black,224,50,0.02427027954038759
1258,GradientShap,False,False,Pearson,Black,224,100,-0.008895606957807863
1259,GradientShap,False,False,Spearman,Black,224,100,-0.009686682954009687
1260,GradientShap,False,False,Pearson,Black,1792,50,-0.011025204145330968
1261,GradientShap,False,False,Spearman,Black,1792,50,0.04976161893328761
1262,GradientShap,False,False,Pearson,Black,1792,100,0.006079781460889672
1263,GradientShap,False,False,Spearman,Black,1792,100,0.06694097981226695
1264,GradientShap,False,False,Pearson,White,2,50,-0.0314824966827908
1265,GradientShap,False,False,Spearman,White,2,50,-0.03449151089007031
1266,GradientShap,False,False,Pearson,White,2,100,0.009483409224156822
1267,GradientShap,False,False,Spearman,White,2,100,0.02103810381038104
1268,GradientShap,False,False,Pearson,White,112,50,0.03686509034146738
1269,GradientShap,False,False,Spearman,White,112,50,-0.051840164637283484
1270,GradientShap,False,False,Pearson,White,112,100,-0.007915347277932628
1271,GradientShap,False,False,Spearman,White,112,100,0.00749903561784749
1272,GradientShap,False,False,Pearson,White,224,50,-0.030907041730331826
1273,GradientShap,False,False,Spearman,White,224,50,-0.0023460812896587283
1274,GradientShap,False,False,Pearson,White,224,100,-0.0070741606343098
1275,GradientShap,False,False,Spearman,White,224,100,0.006190904804766193
1276,GradientShap,False,False,Pearson,White,1792,50,-0.06117766690759714
1277,GradientShap,False,False,Spearman,White,1792,50,0.03211799005316412
1278,GradientShap,False,False,Pearson,White,1792,100,-0.012362698969878735
1279,GradientShap,False,False,Spearman,White,1792,100,0.005542839998285541
